ticket,area,direccion_entidad,Seccion,Manzana,Parcela,fecha_inspeccion
DGFyC-646930,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-644413,SGO Est. Salud y Geriátricos,SAENZ AV. 1263,46,172,031A,25/03/2021
DGFyC-646916,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-646351,SGO Fiscalización Crítica,CARABOBO AV. 17,48,155,001c,24/03/2021
DGFyC-646524,SGO Fiscalización Nocturna,ENTRE RIOS AV. 1056,14,8,017A,25/03/2021
DGFyC-634524,SGO Verificaciones,SAN JOSE 123,12,29,1,25/03/2021
DGFyC-646382,SGO Verificaciones,ZAPIOLA 1495,37,102,8,25/03/2021
DGFyC-646146,SGO Suspensiones y Rechazos,AVELLANEDA AV. 3045,65,15,36,25/03/2021
DGFyC-611123,Auditorias Integrales Programadas,BACACAY 3068,,,,23/03/2021
DGFyC-456813,SGO Inspecciones simples,ALTOLAGUIRRE 3391,63,084B,5,25/03/2021
DGFyC-646170,SGO Fiscalización Nocturna,ESTADOS UNIDOS 1502,14,24,001a,24/03/2021
DGFyC-641816,SGO Inspecciones simples,ESTADOS UNIDOS 3620,36,128,2,25/03/2021
DGFyC-525925,SGO Inspecciones simples,SAN JOSE 1899,16,39,032C,26/03/2021
DGFyC-625576,SGO Inspecciones simples,CABILDO AV. 1098,37,151,001a,25/03/2021
DGFyC-646869,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-642626,SGO Inspecciones simples,ROSARIO 876,40,41,14,25/03/2021
DGFyC-646277,SGO Fiscalización Nocturna,24 DE NOVIEMBRE 225,28,31,38,24/03/2021
DGFyC-614576,SGO Verificaciones,SAN JOSE 336,12,36,22,25/03/2021
DGFyC-646387,SGO Verificaciones,AVENIDA ALVAREZ THOMAS 1109,37,27,030a,25/03/2021
DGFyC-646212,SGO Fiscalización Nocturna,CORDOBA AV. 1102,5,57,001v,25/03/2021
DGFyC-646881,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-646654,SGO Fiscalización Crítica,CASEROS AV. 2620,24,51,3,24/03/2021
DGFyC-643314,SGO Verificaciones,ALCARAZ 4340,79,23,4,25/03/2021
DGFyC-642018,SGO Suspensiones y Rechazos,SAN NICOLAS 327,77,125,13,25/03/2021
DGFyC-646240,SGO Suspensiones y Rechazos,ELCANO AV. 3430,37,41,5,25/03/2021
DGFyC-647265,SGO Verificaciones,AVELLANEDA AV. 3199,65,5,28,25/03/2021
DGFyC-646588,SGO Inspecciones simples,ALVAREZ JONTE 2311,69,76,47,26/03/2021
DGFyC-645368,SGO Grandes Superficies,DONADO 2241,51,104,16,25/03/2021
DGFyC-644434,SGO Fiscalización Nocturna,URIARTE 1657,19,053A,007B,23/03/2021
DGFyC-646392,SGO Fiscalización Nocturna,PERU 535,2,21,30,24/03/2021
DGFyC-646891,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-443680,SGO Inspecciones simples,AVENIDA DE LOS INCAS 4508,61,83,001A,23/03/2021
DGFyC-645482,SGO Suspensiones y Rechazos,CAMPOS SALLES 2310,27,7,2,23/03/2021
DGFyC-368596,SGO Inspecciones simples,PAVON 1203,14,44,25,23/03/2021
DGFyC-612638,SGO Inspecciones simples,JURAMENTO 2103,,,,23/03/2021
DGFyC-647210,SGO Eventos Deportivos,CABILDO AV. 1974,39,96,026a,24/03/2021
DGFyC-645498,SGO Suspensiones y Rechazos,SAENZ AV. 1042,34,8,006B,23/03/2021
DGFyC-642644,SGO Fiscalización Nocturna,THAMES 1653,19,052B,007F,23/03/2021
DGFyC-524368,SGO Est. Hoteles y Pensiones,MEXICO 2841,28,57,30,23/03/2021
DGFyC-643410,SGO Verificaciones,RAFAELA 4629,54,028B,31,23/03/2021
DGFyC-601987,Auditorias Integrales Programadas,AVELLANEDA AV. 3727,77,110,17,23/03/2021
DGFyC-643949,SGO Fiscalización Nocturna,BLANCO ENCALADA 2284,25,13,002b,23/03/2021
DGFyC-647175,Auditorias Integrales Programadas,TRIUNVIRATO AV. 4634,51,49,22,22/03/2021
DGFyC-647218,SGO Fiscalización Nocturna,BELGRANO AV. 1612,12,12,2,25/03/2021
DGFyC-647285,Auditorias Integrales Programadas,CORRIENTES AV. 1770,5,4,009C,23/03/2021
DGFyC-638484,SGO Inspecciones simples,CORRIENTES AV. 3778,13,6,8,26/03/2021
DGFyC-646257,SGO Fiscalización Crítica,LISBOA 690,93,104,46,25/03/2021
DGFyC-646893,SGO Est. Salud y Geriátricos,PIERES 538,74,144,25,23/03/2021
DGFyC-372024,SGO Inspecciones simples,CAPDEVILA 3179,63,131,22,25/03/2021
DGFyC-646889,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-646872,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-640449,SGO Inspecciones simples,CACHIMAYO 168,40,023B,20,25/03/2021
DGFyC-646999,SGO Fiscalización Nocturna,CORDOBA AV. 4175,31,97,14,24/03/2021
DGFyC-646962,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-313255,SGO Est. Deportivos,LAVALLE 826,,,,25/03/2021
DGFyC-646342,SGO Fiscalización Crítica,YERBAL 2931,65,21,19,24/03/2021
DGFyC-646543,SGO Fiscalización Nocturna,ELCANO AV. 3410,37,41,3,24/03/2021
DGFyC-646402,SGO Verificaciones,CONDE 252,33,91,4,25/03/2021
DGFyC-643335,SGO Verificaciones,CASTAÑARES AV. 5666,80,114,002A,25/03/2021
DGFyC-474050,SGO Est. Deportivos,ARENALES 1928,11,72,4,26/03/2021
DGFyC-646909,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-647222,SGO Fiscalización Nocturna,JUNIN 731,9,65,22,25/03/2021
DGFyC-501888,SGO Inspecciones simples,JURAMENTO 1613,,,,26/03/2021
DGFyC-646657,SGO Fiscalización Crítica,JUJUY AV. 899,30,97,034A,24/03/2021
DGFyC-646388,SGO Fiscalización Nocturna,CORDOBA 6401,33,77,23,25/03/2021
DGFyC-443157,SGO Verificaciones,SANABRIA 1940,79,11,30,25/03/2021
DGFyC-646577,SGO Fiscalización Nocturna,POSADAS 1086,3,016A,004c,25/03/2021
DGFyC-637612,SGO Suspensiones y Rechazos,BALCARCE 556,2,57,012A,23/03/2021
DGFyC-348196,SGO Inspecciones simples,BELGRANO AV. 2978,28,54,5,25/03/2021
DGFyC-328081,SGO Inspecciones simples,ECHEVERRIA 1550,25,61,005C,26/03/2021
DGFyC-502181,SGO Inspecciones simples,CHICLANA AV. 3833,38,195,31,26/03/2021
DGFyC-520271,SGO Inspecciones simples,DORREGO AV. 1230,33,36,41,18/03/2021
DGFyC-647246,SGO Fiscalización Crítica,COSTA RICA 5709,35,60,34,25/03/2021
DGFyC-646149,SGO Verificaciones,ESTADOS UNIDOS 414,4,29,001d,26/03/2021
DGFyC-646677,Auditorias Integrales Programadas,FLORIDA 602,1,23,29,26/03/2021
DGFyC-646591,SGO Suspensiones y Rechazos,CAMARONES 1600,59,91,10,26/03/2021
DGFyC-258002,SGO Inspecciones simples,JURAMENTO 1709,25,050A,15,26/03/2021
DGFyC-349303,SGO Inspecciones simples,TERRERO 2044,59,25,40,26/03/2021
DGFyC-633080,SGO Inspecciones simples,YERBAL 3767,,,,26/03/2021
DGFyC-537432,SGO Inspecciones simples,AMENABAR 2237,39,92,6,26/03/2021
DGFyC-644304,SGO Fiscalización Crítica,CORDOBA AV. 2141,,,,25/03/2021
DGFyC-643912,SGO Grandes Superficies,ITUZAINGO 749,8,6,003c,26/03/2021
DGFyC-646605,SGO Suspensiones y Rechazos,AREVALO 1449,33,84,9,26/03/2021
DGFyC-647211,SGO Eventos Deportivos,CABILDO AV. 1978,39,96,027a,24/03/2021
DGFyC-646988,SGO Fiscalización Crítica,CABILDO AV. 2370,39,100,005a,23/03/2021
DGFyC-646873,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-645533,SGO Inspecciones simples,RIGLOS 356,40,72,22,25/03/2021
DGFyC-629872,SGO Fiscalización Crítica,CASEROS AV. 2449,24,75,26,24/03/2021
DGFyC-621686,SGO Inspecciones simples,LA PAMPA 1575,25,60,12,26/03/2021
DGFyC-645559,SGO Inspecciones simples,BOGOTA 2596,,,,26/03/2021
DGFyC-646708,SGO Verificaciones,TACUARI 1284,,,,23/03/2021
DGFyC-331117,SGO Inspecciones simples,BELGRANO AV. 2639,20,8,26,25/03/2021
DGFyC-539858,SGO Inspecciones simples,BELGRANO AV. 3176,28,37,2,25/03/2021
DGFyC-112371,SGO Inspecciones simples,LASTRA AV. 3585,,,,26/03/2021
DGFyC-571352,SGO Inspecciones simples,ELCANO AV. 3127,37,079B,15,26/03/2021
DGFyC-520067,SGO Inspecciones simples,CORRIENTES AV. 3144,13,69,005C,26/03/2021
DGFyC-646745,SGO Verificaciones,GUARDIA VIEJA 4160,17,72,8,26/03/2021
DGFyC-645287,SGO Fiscalización Nocturna,SAN LUIS 2510,9,23,1,25/03/2021
DGFyC-646679,Auditorias Integrales Programadas,MURGUIONDO 4443,80,98,31,26/03/2021
DGFyC-643477,SGO Verificaciones,SAN BLAS 1936,59,25,7,26/03/2021
DGFyC-644630,SGO Inspecciones simples,CORRIENTES AV. 2330,9,37,003a,26/03/2021
DGFyC-646592,SGO Suspensiones y Rechazos,SAN BLAS 1775,59,55,29,26/03/2021
DGFyC-645538,SGO Fiscalización Nocturna,DE LOS CONSTITUYENTES AV. 5201,63,4,016A,26/03/2021
DGFyC-646658,Auditorias Integrales Programadas,LIMA 87,12,57,13,09/03/2021
DGFyC-517076,SGO Inspecciones simples,SANCHEZ 1987,59,53,011A,26/03/2021
DGFyC-515986,SGO Inspecciones simples,GODOY CRUZ 2812,21,28,19,26/03/2021
DGFyC-645284,SGO Inspecciones simples,SANCHEZ DE BUSTAMANTE 394,13,27,1,26/03/2021
DGFyC-644301,SGO Fiscalización Crítica,CORDOBA AV. 2141,,,,25/03/2021
DGFyC-641113,SGO Suspensiones y Rechazos,PIEDRAS 1336,4,7,15,26/03/2021
DGFyC-259463,SGO Grandes Superficies,11 DE SEPTIEMBRE DE 1888 3470,27,66,006A,26/03/2021
DGFyC-646602,SGO Suspensiones y Rechazos,CORDOBA AV. 5942,33,59,5,26/03/2021
DGFyC-633800,SGO Fiscalización Nocturna,GORRITI 4116,19,9,2,24/03/2021
DGFyC-630217,SGO Fiscalización Nocturna,BELGRANO AV. 3326,28,21,3,24/03/2021
DGFyC-646884,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-314729,SGO Inspecciones simples,BRASIL 1198,,,,26/03/2021
DGFyC-646898,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-646356,SGO Eventos Deportivos,HUMBOLDT 348,47,122A,000A,22/03/2021
DGFyC-646285,SGO Grandes Superficies,DONADO 2595,53,89,002b,25/03/2021
DGFyC-646183,SGO Fiscalización Nocturna,CORRIENTES AV. 3327,13,51,6,24/03/2021
DGFyC-646875,SGO Inspecciones simples,NUÑEZ 5885,63,061B,21,25/03/2021
DGFyC-592256,SGO Inspecciones simples,CORRIENTES AV. 2677,9,6,026A,26/03/2021
DGFyC-326902,SGO Est. Educativos,DEL CAMPO AV. 1653,49,31,2,26/03/2021
DGFyC-395707,SGO Est. Salud y Geriátricos,ROSARIO 101,40,133A,19,26/03/2021
DGFyC-646762,SGO Fiscalización Nocturna,ESTADOS UNIDOS 607,4,18,030B,26/03/2021
DGFyC-647712,Auditorias Integrales Programadas,DIRECTORIO AV. 2324,48,115,4,25/03/2021
DGFyC-646937,SGO Inspecciones simples,CORRIENTES AV. 2330,9,37,003a,23/03/2021
DGFyC-458397,SGO Est. Educativos,ZAMUDIO 5501,75,102,013A,29/03/2021
DGFyC-637365,SGO Inspecciones simples,LA RIOJA 1999,32,103,034C,29/03/2021
DGFyC-647307,Auditorias Integrales Programadas,CORRIENTES AV. 1771,5,5,019a,23/03/2021
DGFyC-425331,SGO Inspecciones simples,CARRASCO AV. 498,,,,26/03/2021
DGFyC-645149,SGO Inspecciones simples,SOMELLERA 948,38,97,5,26/03/2021
DGFyC-646742,SGO Est. Educativos,MOSCONI GENERAL AV. 3845,83,112,001C,25/03/2021
DGFyC-636608,SGO Fiscalización Nocturna,FITZ ROY 1613,35,16,18,25/03/2021
DGFyC-647306,SGO Fiscalización Nocturna,PERU 1022,4,22,009C,26/03/2021
DGFyC-647601,SGO Inspecciones simples,OLAVARRIA 502,6,18,1,25/03/2021
DGFyC-646914,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-643938,SGO Fiscalización Crítica,ELIA 678,32,66,004A,24/03/2021
DGFyC-646667,SGO Fiscalización Crítica,YERBAL 2413,65,072A,17,24/03/2021
DGFyC-646263,SGO Fiscalización Nocturna,SARMIENTO 3034,13,78,4,25/03/2021
DGFyC-645739,SGO Est. Deportivos,BACACAY 2960,65,22,005B,12/03/2021
DGFyC-647267,SGO Fiscalización Nocturna,DE LOS CONSTITUYENTES AV. 3550,61,132B,1,26/03/2021
DGFyC-647711,Auditorias Integrales Programadas,DIRECTORIO AV. 2896,48,49,011A,25/03/2021
DGFyC-533992,SGO Inspecciones simples,SALTA 2045,16,48,38,26/03/2021
DGFyC-647000,SGO Fiscalización Nocturna,CORDOBA AV. 3579,15,1,23,24/03/2021
DGFyC-646926,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-614373,SGO Grandes Superficies,RAMALLO 1655,29,102,011C,23/03/2021
DGFyC-646203,SGO Grandes Superficies,BOGOTA 2871,65,34,017A,23/03/2021
DGFyC-611349,SGO Suspensiones y Rechazos,PASEO COLON AV. 351,2,59,3,23/03/2021
DGFyC-531258,SGO Inspecciones simples,SALTA 1496,14,52,7,23/03/2021
DGFyC-644272,SGO Fiscalización Crítica,RIVADAVIA AV. 2138,20,50,3,22/03/2021
DGFyC-646753,SGO Fiscalización Nocturna,RECONQUISTA 807,3,58,006A,26/03/2021
DGFyC-644454,SGO Est. Hoteles y Pensiones,ARRIOLA 268,24,8,13,25/03/2021
DGFyC-646271,SGO Suspensiones y Rechazos,ALVAREZ JONTE AV. 4565,87,098B,17,25/03/2021
DGFyC-645989,SGO Verificaciones,AVELLANEDA AV. 3199,65,5,28,25/03/2021
DGFyC-647176,Auditorias Integrales Programadas,TRIUNVIRATO AV. 4649,51,59,7,22/03/2021
DGFyC-647221,SGO Fiscalización Nocturna,AGUERO 806,13,55,022a,25/03/2021
DGFyC-645589,SGO Grandes Superficies,VIAMONTE 1750,5,7,006A,25/03/2021
DGFyC-646788,Auditorias Integrales Programadas,BOGOTA 2936,65,23,4,23/03/2021
DGFyC-646821,Auditorias Integrales Programadas,HUMBERTO 1° 2801,30,84,38,23/03/2021
DGFyC-620293,SGO Inspecciones simples,NUÑEZ 5750,63,073A,4,25/03/2021
DGFyC-646289,SGO Fiscalización Nocturna,GORRITI 5516,35,2,1,24/03/2021
DGFyC-646480,Auditorias Integrales Programadas,TACUARI 1302,4,1,032C,25/03/2021
DGFyC-382548,SGO Inspecciones simples,LAS HERAS GENERAL AV. 2421,15,146,10,29/03/2021
DGFyC-592518,SGO Inspecciones simples,POLA 2751,64,25,37,29/03/2021
DGFyC-635391,SGO Fiscalización Nocturna,GUARDIA NACIONAL 18,60,106,5,27/03/2021
DGFyC-646888,SGO Fiscalización Nocturna,ARAOZ 2424,19,167,22,27/03/2021
DGFyC-647605,SGO Fiscalización Nocturna,FAMATINA 3308,32,60,1,28/03/2021
DGFyC-400907,SGO Inspecciones simples,CASTELLI 64,9,1,21,29/03/2021
DGFyC-422037,SGO Grandes Superficies,11 DE SEPTIEMBRE DE 1888 3668,29,79,025A,27/03/2021
DGFyC-643345,SGO Verificaciones,SANTO TOME 4276,81,29,8,25/03/2021
DGFyC-647166,SGO Inspecciones simples,NICARAGUA 5596,35,58,009A,25/03/2021
DGFyC-647208,SGO Eventos Deportivos,AVENIDA DEL LIBERTADOR 5100,23,123,007E,24/03/2021
DGFyC-646911,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-452267,SGO Inspecciones simples,ECHEVERRIA 2302,25,2,001a,23/03/2021
DGFyC-637201,SGO Inspecciones simples,HUDSON 4684,82,88,029D,23/03/2021
DGFyC-637529,SGO Verificaciones,TACUARI 1284,,,,23/03/2021
DGFyC-538902,SGO Est. Hoteles y Pensiones,PUEYRREDON AV. 47,9,1,7,23/03/2021
DGFyC-646175,SGO Fiscalización Nocturna,TRIUNVIRATO AV. 4427,51,57,23,23/03/2021
DGFyC-646913,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-642561,SGO Inspecciones simples,CUENCA 3571,71,9,004A,16/03/2021
DGFyC-646887,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-646917,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-646297,SGO Fiscalización Nocturna,CORDOBA AV. 4119,31,97,22,24/03/2021
DGFyC-646902,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-646985,SGO Eventos Masivos,AVENIDA DEL LIBERTADOR 4103,23,135,000A,23/03/2021
DGFyC-646535,SGO Fiscalización Nocturna,MORENO 3099,28,47,024A,24/03/2021
DGFyC-645187,SGO Fiscalización Crítica,MENDOZA AV. 5207,51,41,017D,22/03/2021
DGFyC-645126,SGO Inspecciones simples,AVENIDA GARCIA DEL RIO 2515,43,175,022C,23/03/2021
DGFyC-368540,SGO Inspecciones simples,PAVON 1299,14,44,16,23/03/2021
DGFyC-637538,SGO Verificaciones,SALTA 1134,14,55,011A,23/03/2021
DGFyC-642556,SGO Fiscalización Nocturna,OLLEROS 3750,33,52,011K,23/03/2021
DGFyC-645597,SGO Suspensiones y Rechazos,BACACAY 5114,77,002C,2,23/03/2021
DGFyC-527283,SGO Inspecciones simples,SALTA 1679,16,52,1,23/03/2021
DGFyC-647768,Auditorias Integrales Programadas,DARREGUEYRA 2430,19,175,22,25/03/2021
DGFyC-364431,SGO Inspecciones simples,AUSTRIA 2473,15,94,10,29/03/2021
DGFyC-618655,SGO Grandes Superficies,SANTANDER 3736,56,99,18,25/03/2021
DGFyC-646304,SGO Grandes Superficies,MONROE AV. 3961,53,119A,8,25/03/2021
DGFyC-621774,SGO Inspecciones simples,NUÑEZ 5943,63,48,020B,25/03/2021
DGFyC-646184,SGO Fiscalización Nocturna,GORRITI 5062,19,18,7,24/03/2021
DGFyC-646617,SGO Fiscalización Nocturna,SANCHEZ DE BUSTAMANTE 306,13,27,022A,24/03/2021
DGFyC-644598,SGO Inspecciones simples,SALTA 1772,16,61,017a,26/03/2021
DGFyC-528099,SGO Inspecciones simples,RONDEAU 1502,16,32,001A,26/03/2021
DGFyC-647731,SGO Est. Educativos,MOSCONI GENERAL AV. 3845,83,112,001C,25/03/2021
DGFyC-646841,SGO Fiscalización Crítica,MIRAVE 2855,18,15,26,26/03/2021
DGFyC-637864,SGO Inspecciones simples,LOPE DE VEGA AV. 3279,89,033C,016B,26/03/2021
DGFyC-353763,SGO Inspecciones simples,DELGADO 876,37,24,13,26/03/2021
DGFyC-437513,SGO Inspecciones simples,CHICLANA AV. 3671,32,31,23,26/03/2021
DGFyC-646766,SGO Grandes Superficies,LOPE DE VEGA AV. 2323,87,007A,18,29/03/2021
DGFyC-647422,SGO Grandes Superficies,CHARLONE 1351,49,150,15,29/03/2021
DGFyC-647555,SGO Fiscalización Nocturna,YERBAL 2377,65,082A,16,27/03/2021
DGFyC-648122,Auditorias Integrales Programadas,VIAMONTE 525,1,32,002b,25/03/2021
DGFyC-388106,SGO Inspecciones simples,LA RIOJA 1853,32,104,1,29/03/2021
DGFyC-500134,SGO Inspecciones simples,LA RIOJA 2068,24,14,15,29/03/2021
DGFyC-361420,SGO Inspecciones simples,RIVADAVIA AV. 2568,20,19,011B,29/03/2021
DGFyC-466749,SGO Inspecciones simples,MIRALLA 2702,64,42,007B,29/03/2021
DGFyC-395321,SGO Inspecciones simples,LARREA 292,9,18,001a,29/03/2021
DGFyC-646635,SGO Grandes Superficies,BACACAY 4732,77,030B,5,29/03/2021
DGFyC-647994,Auditorias Integrales Programadas,POSADAS 1584,11,85,001e,26/03/2021
DGFyC-646673,SGO Fiscalización Nocturna,RIVADAVIA AV. 11017,95,27,020c,26/03/2021
DGFyC-643900,SGO Est. Hoteles y Pensiones,ROMERO 846,34,020B,9,25/03/2021
DGFyC-646264,SGO Suspensiones y Rechazos,SANABRIA 2406,81,004A,001A,25/03/2021
DGFyC-643339,SGO Verificaciones,ARGENTINA AV. 5654,80,114,26,25/03/2021
DGFyC-643136,SGO Inspecciones simples,ASUNCION 5299,89,001A,023A,25/03/2021
DGFyC-357071,SGO Inspecciones simples,ECHEVERRIA 1574,25,61,8,26/03/2021
DGFyC-622569,SGO Suspensiones y Rechazos,MEXICO 311,2,48,015B,26/03/2021
DGFyC-623873,SGO Inspecciones simples,JURAMENTO 2794,39,76,2,26/03/2021
DGFyC-648064,SGO Fiscalización Crítica,AZCUENAGA 45,9,34,006o,26/03/2021
DGFyC-647999,SGO Fiscalización Crítica,GUARDIA VIEJA 3811,17,108,32,27/03/2021
DGFyC-645744,SGO Est. Deportivos,BACACAY 2960,65,22,005B,12/03/2021
DGFyC-456448,SGO Inspecciones simples,PEÑA 3001,15,53,038A,29/03/2021
DGFyC-646933,SGO Inspecciones simples,CORRIENTES AV. 2322,9,37,003a,23/03/2021
DGFyC-646660,SGO Fiscalización Crítica,JUJUY AV. 74,20,7,011F,24/03/2021
DGFyC-647494,SGO Fiscalización Nocturna,CORDOBA AV. 399,3,58,006A,28/03/2021
DGFyC-647842,SGO Fiscalización Nocturna,GORRITI 5061,19,035A,13,28/03/2021
DGFyC-647198,SGO Suspensiones y Rechazos,TERRADA 1010,65,40,025D,29/03/2021
DGFyC-646598,SGO Suspensiones y Rechazos,HUMBOLDT 1393,,,,26/03/2021
DGFyC-646676,Auditorias Integrales Programadas,CORDOBA AV. 533,3,48,008b,26/03/2021
DGFyC-636934,SGO Suspensiones y Rechazos,ESTADO DE PALESTINA 933,17,62,19,26/03/2021
DGFyC-647597,SGO Inspecciones simples,OLAVARRIA 713,6,4,001c,25/03/2021
DGFyC-647513,SGO Fiscalización Nocturna,GASCON 1036,17,63,24,27/03/2021
DGFyC-646802,SGO Fiscalización Nocturna,CARACAS 2314,69,76,1,28/03/2021
DGFyC-648205,SGO Eventos Deportivos,ALVAREZ JONTE AV. 4150,79,48,000A,26/03/2021
DGFyC-634560,SGO Verificaciones,URUGUAY 250,5,29,32,26/03/2021
DGFyC-629130,SGO Fiscalización Nocturna,HORTIGUERA 493,42,73,020B,25/03/2021
DGFyC-646217,SGO Fiscalización Nocturna,ARAOZ 1019,31,88,12,25/03/2021
DGFyC-647223,SGO Fiscalización Nocturna,CORDOBA AV. 3579,15,1,23,25/03/2021
DGFyC-644984,SGO Fiscalización Nocturna,MORENO 364,2,51,005d,26/03/2021
DGFyC-646622,SGO Inspecciones simples,BELGRANO AV. 3205,28,30,24,25/03/2021
DGFyC-647727,SGO Inspecciones simples,SAN NICOLAS 4510,83,130,027d,10/03/2021
DGFyC-647783,SGO Verificaciones,PERU 957,4,17,035B,26/03/2021
DGFyC-640889,SGO Grandes Superficies,ESTOMBA 1027,49,119,8,29/03/2021
DGFyC-623874,SGO Inspecciones simples,JURAMENTO 2807,39,70,020S,26/03/2021
DGFyC-645599,SGO Inspecciones simples,POLA 2981,64,023B,31,29/03/2021
DGFyC-493065,SGO Inspecciones simples,LARREA 309,9,28,024A,29/03/2021
DGFyC-647280,SGO Inspecciones simples,MACHAIN 4457,55,186,012a,29/03/2021
DGFyC-646604,SGO Verificaciones,PERU 1086,4,22,17,26/03/2021
DGFyC-647508,SGO Fiscalización Nocturna,FLORIDA 888,3,41,001c,28/03/2021
DGFyC-646229,SGO Fiscalización Nocturna,PARAGUAY 4667,19,142,20,28/03/2021
DGFyC-637542,SGO Fiscalización Nocturna,LAVALLE 893,1,6,20,28/03/2021
DGFyC-648213,SGO Fiscalización Nocturna,CORRIENTES AV. 4508,17,14,001E,28/03/2021
DGFyC-634984,SGO Fiscalización Crítica,RIOBAMBA 1046,11,71,25,28/03/2021
DGFyC-647798,SGO Fiscalización Nocturna,BELGRANO AV. 3438,28,12,6,29/03/2021
DGFyC-647063,SGO Verificaciones,BOGOTA 2960,65,23,8,29/03/2021
DGFyC-647264,SGO Fiscalización Nocturna,CORVALAN 86,60,77,014a,27/03/2021
DGFyC-647314,SGO Fiscalización Nocturna,ALVAREZ JONTE 2294,67,116,10,27/03/2021
DGFyC-647304,SGO Fiscalización Nocturna,HONDURAS 5044,19,035B,004e,26/03/2021
DGFyC-645560,SGO Est. Hoteles y Pensiones,YERBAL 64,45,125,3,26/03/2021
DGFyC-647290,SGO Fiscalización Nocturna,HUMAHUACA 4310,17,48,33,25/03/2021
DGFyC-616486,SGO Fiscalización Nocturna,CHILE 299,2,56,10,26/03/2021
DGFyC-647599,SGO Inspecciones simples,OLAVARRIA 746,6,2,7,25/03/2021
DGFyC-647381,SGO Fiscalización Crítica,SAN LUIS 2514,9,23,1,27/03/2021
DGFyC-647492,SGO Fiscalización Nocturna,RIVADAVIA 878,2,9,7,28/03/2021
DGFyC-647518,SGO Fiscalización Nocturna,JUNIN 1787,11,61,11,28/03/2021
DGFyC-647840,SGO Fiscalización Nocturna,SOLER 4499,19,105,16,28/03/2021
DGFyC-626192,SGO Inspecciones simples,FONROUGE 2356,62,29,18,29/03/2021
DGFyC-647698,SGO Eventos Masivos,CERVIÑO AV. 4476,,,,25/03/2021
DGFyC-487389,SGO Inspecciones simples,CORRIENTES AV. 2330,9,37,003a,23/03/2021
DGFyC-647257,SGO Fiscalización Nocturna,RIVADAVIA AV. 11048,72,124,007E,26/03/2021
DGFyC-648112,SGO Eventos Deportivos,CIUDAD DE LA PAZ 2477,39,101,8,27/03/2021
DGFyC-648123,Auditorias Integrales Programadas,CABILDO AV. 4633,29,10,11,26/03/2021
DGFyC-647774,SGO Fiscalización Nocturna,HONDURAS 5044,19,035B,004e,28/03/2021
DGFyC-647600,Auditorias Integrales Programadas,MURGUIONDO 4054,80,111,014a,23/03/2021
DGFyC-648215,SGO Fiscalización Nocturna,PARAGUAY 645,3,42,28,28/03/2021
DGFyC-647802,SGO Fiscalización Nocturna,BOEDO AV. 370,28,4,20,29/03/2021
DGFyC-647051,SGO Verificaciones,CHARCAS 3847,19,150,19,29/03/2021
DGFyC-648359,SGO Fiscalización Nocturna,AZCUENAGA 45,9,34,006o,29/03/2021
DGFyC-643387,SGO Inspecciones simples,DESAGUADERO 3425,87,71,027A,17/03/2021
DGFyC-647782,Auditorias Integrales Programadas,DARREGUEYRA 2479,19,174,007B,25/03/2021
DGFyC-647739,Auditorias Integrales Programadas,TALCAHUANO 475,5,47,9,29/03/2021
DGFyC-645157,SGO Inspecciones simples,BOGOTA 2959,65,24,22,28/03/2021
DGFyC-648360,SGO Fiscalización Nocturna,HONDURAS 5044,19,035B,004e,28/03/2021
DGFyC-361619,SGO Est. Hoteles y Pensiones,ARGERICH 962,65,19,030A,29/03/2021
DGFyC-647761,SGO Fiscalización Nocturna,RIVADAVIA AV. 4548,40,148,5,29/03/2021
